Date,State,TotalSamples,Negative,Positive,Total_affected
10/9/2020,Gujarat,4910167,,,409572
10/10/2020,Gujarat,4961455,,,419911
10/11/2020,Gujarat,5012705,,,430786
10/12/2020,Gujarat,5063684,,,
10/13/2020,Gujarat,5114677,,,
10/14/2020,Gujarat,5165670,,,
10/15/2020,Gujarat,5216885,,,
10/16/2020,Gujarat,5269542,,,3420
10/17/2020,Gujarat,5322288,,,3536
10/18/2020,Gujarat,5374249,,,7591
10/19/2020,Gujarat,5426621,,,14807
10/20/2020,Gujarat,5479536,,,18568
10/21/2020,Gujarat,5532522,,,45331
10/22/2020,Gujarat,5585445,,,59241
10/23/2020,Gujarat,5638392,,,89092
10/24/2020,Gujarat,5691372,,,93846
10/25/2020,Gujarat,5742742,,,120698
10/26/2020,Gujarat,5793788,,,122870
10/27/2020,Gujarat,5845715,,,130317
10/28/2020,Gujarat,5897627,,,145998
10/29/2020,Gujarat,5950616,,,156711
10/30/2020,Gujarat,6002273,,,158329
10/31/2020,Gujarat,6053847,,,158567
11/1/2020,Gujarat,6104931,,,159914
11/2/2020,Gujarat,6157811,,,161078
11/3/2020,Gujarat,6210550,,,165753
11/4/2020,Gujarat,6262122,,,186187
11/5/2020,Gujarat,6304418,,,190943
11/6/2020,Gujarat,6365202,,,220401
11/7/2020,Gujarat,6416963,,,223714
11/8/2020,Gujarat,6468154,,,255650
11/9/2020,Gujarat,6519943,,,282491
11/10/2020,Gujarat,6572903,,,316166
11/11/2020,Gujarat,6625876,,,334559
11/12/2020,Gujarat,6680500,,,350417
11/13/2020,Gujarat,6734467,,,360206
11/14/2020,Gujarat,6787440,,,360679
11/15/2020,Gujarat,6837282,,,377078
11/16/2020,Gujarat,6876665,,,380202
11/17/2020,Gujarat,6923993,,,392505
11/18/2020,Gujarat,6978249,,,407988
11/19/2020,Gujarat,7033156,,,462576
11/20/2020,Gujarat,7101057,,,489793
11/21/2020,Gujarat,7171445,,,491506
11/22/2020,Gujarat,7235184,,,519365
11/23/2020,Gujarat,7304705,,,531427
11/24/2020,Gujarat,7389330,,,539997
11/25/2020,Gujarat,7480789,,,564070
11/26/2020,Gujarat,7551609,,,573790
11/27/2020,Gujarat,7620892,,,573826
11/28/2020,Gujarat,7690779,,,573828
11/29/2020,Gujarat,7759739,,,573828
11/30/2020,Gujarat,7825615,,,608953
12/1/2020,Gujarat,7894467,,,636348
12/2/2020,Gujarat,7963653,,,678170
12/3/2020,Gujarat,8033388,,,705107
12/4/2020,Gujarat,8102712,,,744565
12/5/2020,Gujarat,8172380,,,749077
12/6/2020,Gujarat,8241960,,,820328
12/7/2020,Gujarat,8310558,,,707189
12/8/2020,Gujarat,8371433,,,750951
12/9/2020,Gujarat,8432094,,,758859
12/10/2020,Gujarat,8492641,,,825025
12/11/2020,Gujarat,8553164,,,883368
12/12/2020,Gujarat,8613587,,,890304
12/13/2020,Gujarat,8669576,,,980682
12/14/2020,Gujarat,8725383,,,1270396
12/15/2020,Gujarat,8780266,,,1380895
12/16/2020,Gujarat,8835130,,,1471638
12/17/2020,Gujarat,8889965,,,1565021
12/18/2020,Gujarat,8944722,,,1661845
12/19/2020,Gujarat,8999087,,,1691518
12/20/2020,Gujarat,9053781,,,1750576
12/21/2020,Gujarat,9108393,,,1855753
12/22/2020,Gujarat,9162980,,,1916772
12/23/2020,Gujarat,9217823,,,1988898
12/24/2020,Gujarat,9273521,,,2054400
12/25/2020,Gujarat,9330491,,,2125480
12/26/2020,Gujarat,9384030,,,2136507
12/27/2020,Gujarat,9437105,,,2137175
12/28/2020,Gujarat,9490011,,,2216101
12/29/2020,Gujarat,9543400,,,2297640
12/30/2020,Gujarat,9598108,,,2383139
12/31/2020,Gujarat,9652780,,,2600813
1/1/2021,Gujarat,9706300,,,2788139
1/2/2021,Gujarat,9759280,,,3069354
1/3/2021,Gujarat,9810664,,,3208252
1/4/2021,Gujarat,9858659,,,3375907
1/5/2021,Gujarat,9906698,,,3565852
1/6/2021,Gujarat,9955664,,,3763100
1/7/2021,Gujarat,10003606,,,3950514
1/8/2021,Gujarat,10053558,,,4087959
1/9/2021,Gujarat,10101064,,,4210619
1/10/2021,Gujarat,10106573,,,4351791
1/11/2021,Gujarat,10151305,,,4441397
1/12/2021,Gujarat,10196158,,,4526576
1/13/2021,Gujarat,10238845,,,4675143
1/14/2021,Gujarat,10276485,,,4791946
1/15/2021,Gujarat,10308797,,,4863969
1/16/2021,Gujarat,10344324,,,4928619
1/17/2021,Gujarat,10379151,,,5068071
1/18/2021,Gujarat,10413621,,,5190262
1/19/2021,Gujarat,10447816,,,5303528
1/20/2021,Gujarat,10483207,,,5394733
1/21/2021,Gujarat,10518933,,,5508466
1/22/2021,Gujarat,10557027,,,5526978
1/23/2021,Gujarat,10557027,,,5530079
1/25/2021,Gujarat,10655600,,,5615286
1/26/2021,Gujarat,10655600,,,5691740
1/27/2021,Gujarat,10655600,,,5741648
1/28/2021,Gujarat,10751067,,,5778140
1/29/2021,Gujarat,10751067,,,5856695
1/30/2021,Gujarat,10813671,,,5871726
2/1/2021,Gujarat,10871308,,,5874337
2/2/2021,Gujarat,10900068,,,5920244
2/3/2021,Gujarat,10933696,,,5951030
2/4/2021,Gujarat,10966235,,,5975193
2/5/2021,Gujarat,10998755,,,6028359
2/6/2021,Gujarat,11030661,,,6115427
2/7/2021,Gujarat,11060775,,,6190506
2/8/2021,Gujarat,11089177,,,6199403
2/9/2021,Gujarat,11120129,,,6344014
2/10/2021,Gujarat,11151733,,,6457266
2/11/2021,Gujarat,11184241,,,6522664
2/12/2021,Gujarat,11216545,,,6575980
2/13/2021,Gujarat,11246954,,,6625243
2/14/2021,Gujarat,11273012,,,6661562
2/15/2021,Gujarat,11301404,,,6662987
2/16/2021,Gujarat,11332917,,,6723547
2/17/2021,Gujarat,11364444,,,6830272
2/18/2021,Gujarat,11395504,,,6905443
2/19/2021,Gujarat,11426929,,,6965104
2/20/2021,Gujarat,11457831,,,7015983
2/21/2021,Gujarat,11486652,,,7101273
2/22/2021,Gujarat,11516986,,,7116916
2/23/2021,Gujarat,11550722,,,7229111
2/24/2021,Gujarat,11586675,,,7326673
2/25/2021,Gujarat,11626508,,,7376765
2/26/2021,Gujarat,11666635,,,7479227
2/27/2021,Gujarat,11706362,,,7603639
2/28/2021,Gujarat,11739846,,,7708912
3/1/2021,Gujarat,11772956,,,7727970
3/2/2021,Gujarat,11812132,,,7857798
3/3/2021,Gujarat,11851954,,,7962783
3/4/2021,Gujarat,11894510,,,8035993
3/5/2021,Gujarat,11937704,,,8110698
3/6/2021,Gujarat,11979578,,,8201860
3/7/2021,Gujarat,12016996,,,8283001
3/8/2021,Gujarat,12054039,,,8296256
3/9/2021,Gujarat,12098835,,,8462518
3/10/2021,Gujarat,12145245,,,8613888
3/11/2021,Gujarat,12187600,,,8749836
3/12/2021,Gujarat,12230975,,,8806405
3/13/2021,Gujarat,12275445,,,8905797
3/14/2021,Gujarat,12321047,,,8977717
3/15/2021,Gujarat,12367262,,,8987379
3/16/2021,Gujarat,12419088,,,9061121
3/17/2021,Gujarat,12477426,,,9186151
3/18/2021,Gujarat,12536086,,,9350452
3/19/2021,Gujarat,12598997,,,9506300
3/20/2021,Gujarat,12661933,,,9656101
3/21/2021,Gujarat,12722014,,,9825907
3/22/2021,Gujarat,12781096,,,9846132
3/23/2021,Gujarat,12849797,,,10149548
3/24/2021,Gujarat,12926709,,,10441470
3/25/2021,Gujarat,13008414,,,10765825
3/26/2021,Gujarat,13096513,,,
3/27/2021,Gujarat,13182148,,,
3/28/2021,Gujarat,13263977,,,
3/29/2021,Gujarat,13334810,,,
3/30/2021,Gujarat,13406686,,,92
3/31/2021,Gujarat,13497177,,,92
4/1/2021,Gujarat,13598199,,,128
4/2/2021,Gujarat,13705405,,,249
4/3/2021,Gujarat,13819989,,,249
4/4/2021,Gujarat,13932822,,,249
4/5/2021,Gujarat,14049043,,,440
4/6/2021,Gujarat,14174426,,,813
4/7/2021,Gujarat,14298292,,,870
4/8/2021,Gujarat,14433123,,,1200
4/9/2021,Gujarat,14567455,,,1205
4/10/2021,Gujarat,14716579,,,1274
4/11/2021,Gujarat,14861756,,,1302
4/12/2021,Gujarat,15005034,,,1684
4/13/2021,Gujarat,15154363,,,2069
4/14/2021,Gujarat,15307435,,,2077
4/15/2021,Gujarat,15466550,,,2316
4/16/2021,Gujarat,15627525,,,2472
4/17/2021,Gujarat,15801091,,,2640
4/18/2021,Gujarat,15966802,,,2640
4/19/2021,Gujarat,16125282,,,2984
4/20/2021,Gujarat,16298864,,,2984
4/21/2021,Gujarat,16480875,,,2984
4/22/2021,Gujarat,16670240,,,3326
4/23/2021,Gujarat,16860142,,,3728
4/24/2021,Gujarat,17045176,,,4135
4/25/2021,Gujarat,17213348,,,4144
4/26/2021,Gujarat,17372504,,,4740
4/27/2021,Gujarat,17535696,,,5311
4/28/2021,Gujarat,17709605,,,5311
4/29/2021,Gujarat,17878957,,,5974
4/30/2021,Gujarat,18039956,,,6502
5/1/2021,Gujarat,18190727,,,7072
5/2/2021,Gujarat,18328441,,,7433
5/3/2021,Gujarat,18460323,,,8863
5/4/2021,Gujarat,18601098,,,9790
5/5/2021,Gujarat,18746283,,,9790
5/6/2021,Gujarat,18884876,,,10023
5/7/2021,Gujarat,19023924,,,10132
5/8/2021,Gujarat,19158868,,,10288
5/9/2021,Gujarat,19286299,,,10599
5/10/2021,Gujarat,19422086,,,11254
5/11/2021,Gujarat,19565601,,,11254
5/12/2021,Gujarat,19709259,,,11254
5/13/2021,Gujarat,19849128,,,11254
5/14/2021,Gujarat,19978336,,,11912
5/15/2021,Gujarat,20106656,,,13087
5/16/2021,Gujarat,20230784,,,14349
5/17/2021,Gujarat,20352437,,,15833
5/18/2021,Gujarat,20467101,,,17181
5/19/2021,Gujarat,20557040,,,17186
5/20/2021,Gujarat,20653954,,,18840
5/21/2021,Gujarat,20763702,,,17940
5/22/2021,Gujarat,20870917,,,19610
5/23/2021,Gujarat,20973092,,,21232
5/24/2021,Gujarat,21072692,,,22707
5/25/2021,Gujarat,21170095,,,24491
5/26/2021,Gujarat,21272316,,,24531
5/27/2021,Gujarat,21375281,,,26694
5/28/2021,Gujarat,21478980,,,32136
5/29/2021,Gujarat,21579218,,,36669
5/30/2021,Gujarat,21671123,,,39618
5/31/2021,Gujarat,21759214,,,42192
6/1/2021,Gujarat,21842042,,,45828
6/2/2021,Gujarat,21926442,,,45978
6/3/2021,Gujarat,22009878,,,48951
6/4/2021,Gujarat,22092779,,,52280
6/5/2021,Gujarat,22171235,,,56958
6/6/2021,Gujarat,22244510,,,59759
6/7/2021,Gujarat,22309332,,,62652
6/8/2021,Gujarat,22381707,,,64971
6/9/2021,Gujarat,22455486,,,65161
6/10/2021,Gujarat,22532158,,,67152
6/11/2021,Gujarat,22604931,,,71126
6/12/2021,Gujarat,22673779,,,74753
6/13/2021,Gujarat,22736919,,,77091
6/14/2021,Gujarat,22794305,,,78346
6/15/2021,Gujarat,22854646,,,81940
6/16/2021,Gujarat,22916035,,,83745
6/17/2021,Gujarat,22976730,,,85304
6/18/2021,Gujarat,23036542,,,85827
6/19/2021,Gujarat,23093131,,,87366
6/20/2021,Gujarat,23145712,,,90173
6/21/2021,Gujarat,23192009,,,93170
6/22/2021,Gujarat,23246120,,,96811
6/23/2021,Gujarat,23298784,,,103620
4/3/2020,Haryana,1325,938,44,114625
4/7/2020,Haryana,2520,1821,141,129315
4/8/2020,Haryana,2650,1885,153,138227
4/9/2020,Haryana,2964,2017,156,148463
4/10/2020,Haryana,3527,2447,162,157568
4/11/2020,Haryana,3663,2472,165,163838
4/12/2020,Haryana,3903,2513,181,165720
4/13/2020,Haryana,4489,2961,182,168746
4/14/2020,Haryana,5210,3681,184,170884
4/15/2020,Haryana,7388,5581,190,173842
4/16/2020,Haryana,8064,6465,214,176632
4/17/2020,Haryana,8884,7148,223,179593
4/18/2020,Haryana,10454,8093,232,181793
4/19/2020,Haryana,12687,10230,250,182376
4/20/2020,Haryana,13894,11523,251,185241
4/21/2020,Haryana,14562,12253,255,187897
4/22/2020,Haryana,15561,13397,264,190808
4/23/2020,Haryana,17582,15452,270,193958
4/24/2020,Haryana,18845,16642,275,197864
4/25/2020,Haryana,20270,17787,287,199568
4/26/2020,Haryana,21467,19241,296,200100
4/27/2020,Haryana,22993,20702,301,202793
4/28/2020,Haryana,24826,22578,308,204860
4/29/2020,Haryana,26148,24071,311,207774
4/30/2020,Haryana,28202,25929,339,210910
5/1/2020,Haryana,30191,27784,357,214047
5/2/2020,Haryana,31200,28867,369,216758
5/3/2020,Haryana,35278,32583,442,217269
5/4/2020,Haryana,38183,34501,517,220887
5/5/2020,Haryana,40982,36806,548,223390
5/6/2020,Haryana,43279,38590,594,225487
5/7/2020,Haryana,46495,41861,625,228252
5/8/2020,Haryana,49746,43974,647,230849
5/9/2020,Haryana,53282,48468,675,233493
5/10/2020,Haryana,56983,51046,703,234107
5/11/2020,Haryana,59735,53697,730,235311
5/12/2020,Haryana,62377,56440,780,236280
5/13/2020,Haryana,65785,59890,793,237296
5/14/2020,Haryana,69191,63791,818,239946
5/15/2020,Haryana,72326,66687,854,242269
5/16/2020,Haryana,75097,69660,887,244618
5/17/2020,Haryana,78029,72494,910,246119
5/18/2020,Haryana,80698,75045,928,248922
5/19/2020,Haryana,82544,77296,964,251483
5/20/2020,Haryana,83944,78379,970,254227
5/21/2020,Haryana,88138,82372,1031,257055
5/22/2020,Haryana,91119,85317,1067,260310
5/23/2020,Haryana,94035,88051,1131,263594
5/24/2020,Haryana,97006,91138,1184,265768
5/25/2020,Haryana,99987,94725,1213,269328
5/26/2020,Haryana,102018,97350,1305,272660
5/27/2020,Haryana,104747,99555,1381,276052
5/28/2020,Haryana,108031,102260,1504,279327
5/29/2020,Haryana,110940,105169,1721,282192
5/30/2020,Haryana,114683,108385,1923,286551
5/31/2020,Haryana,118138,11709,2091,289091
6/1/2020,Haryana,121779,114792,2356,294440
6/2/2020,Haryana,124564,117340,2652,300252
6/3/2020,Haryana,127895,120393,2954,305651
6/4/2020,Haryana,132575,124769,3281,311816
6/5/2020,Haryana,137452,129027,3597,317562
6/6/2020,Haryana,141688,132684,3952,324744
6/7/2020,Haryana,145722,136555,4448,327232
6/8/2020,Haryana,150220,140081,4854,334027
6/9/2020,Haryana,153692,143513,5209,339695
6/10/2020,Haryana,158470,147453,5438,353121
6/11/2020,Haryana,162967,151060,5968,368948
6/12/2020,Haryana,167501,155395,6334,385272
6/13/2020,Haryana,171560,159333,6749,410129
6/14/2020,Haryana,185722,172678,7208,418672
6/15/2020,Haryana,189914,176741,7722,436571
6/16/2020,Haryana,193421,180051,8272,445363
6/17/2020,Haryana,197703,183395,8832,454182
6/18/2020,Haryana,202808,187303,9218,
6/19/2020,Haryana,207675,192082,9743,
6/20/2020,Haryana,212430,196836,10223,
6/21/2020,Haryana,217797,201984,10635,
6/22/2020,Haryana,222948,206436,11025,336
6/23/2020,Haryana,226951,210998,11520,338
6/24/2020,Haryana,231673,214896,12010,678
6/25/2020,Haryana,236898,219064,12463,1529
6/26/2020,Haryana,241941,223797,12884,2432
6/27/2020,Haryana,247139,228275,13427,4780
6/28/2020,Haryana,252356,233567,13829,9676
6/29/2020,Haryana,260341,241356,14210,16519
6/30/2020,Haryana,264203,244000,14548,17712
7/1/2020,Haryana,269726,249453,14941,26017
7/2/2020,Haryana,277031,256053,15509,26213
7/3/2020,Haryana,288478,267194,16003,33121
7/4/2020,Haryana,298094,275869,16548,39511
7/5/2020,Haryana,307159,284570,17005,42210
7/6/2020,Haryana,315853,292701,17504,45648
7/7/2020,Haryana,323491,300195,17999,45738
7/8/2020,Haryana,332504,308289,18690,47903
7/9/2020,Haryana,342404,317159,19369,49663
7/10/2020,Haryana,352343,326679,19934,52241
7/11/2020,Haryana,363428,336790,20582,56208
7/12/2020,Haryana,372621,345903,21240,60878
7/13/2020,Haryana,381420,353885,21929,64399
7/14/2020,Haryana,388760,360991,22628,64401
7/15/2020,Haryana,400155,371350,23306,70250
7/16/2020,Haryana,409852,380138,24002,75851
7/17/2020,Haryana,424692,393627,24797,80350
7/18/2020,Haryana,436535,404852,25547,85911
7/19/2020,Haryana,447345,414438,26164,90012
7/20/2020,Haryana,457310,424137,26858,92050
7/21/2020,Haryana,467740,434300,27462,92050
7/22/2020,Haryana,477412,443585,28186,97181
7/23/2020,Haryana,490414,455864,28975,102258
7/24/2020,Haryana,505220,469631,29755,106279
7/25/2020,Haryana,536323,500579,30538,107749
7/26/2020,Haryana,549463,512734,31332,122526
7/27/2020,Haryana,559326,521416,32127,128999
7/28/2020,Haryana,570219,531644,32876,129510
7/29/2020,Haryana,582639,543201,33631,140314
7/30/2020,Haryana,600893,560863,34254,149544
7/31/2020,Haryana,612591,571751,34965,158632
8/1/2020,Haryana,628806,587418,35758,172597
8/2/2020,Haryana,646286,604056,36519,181693
8/3/2020,Haryana,657949,615375,37173,181693
8/4/2020,Haryana,671064,628013,37796,181693
8/5/2020,Haryana,683500,639335,38548,181693
8/6/2020,Haryana,697779,652600,39303,199021
8/7/2020,Haryana,713061,667244,40054,211462
8/8/2020,Haryana,730036,683237,40843,224386
8/9/2020,Haryana,744080,696664,41635,240500
8/10/2020,Haryana,753945,705790,42429,254347
8/11/2020,Haryana,771769,722780,43227,255858
8/12/2020,Haryana,786839,736914,44024,275759
8/13/2020,Haryana,801784,751225,44817,246839
8/14/2020,Haryana,817509,766184,45614,263332
8/15/2020,Haryana,830477,778189,46410,269729
8/16/2020,Haryana,844422,791184,,289983
8/17/2020,Haryana,854757,801232,48040,308567
8/18/2020,Haryana,867458,812490,48936,311048
8/19/2020,Haryana,889259,833173,,335644
8/20/2020,Haryana,910877,853707,,411080
8/21/2020,Haryana,926568,868016,,466103
8/22/2020,Haryana,944764,885193,53290,496341
8/23/2020,Haryana,964297,903523,54386,530257
8/24/2020,Haryana,983187,921303,55460,567812
8/25/2020,Haryana,1001781,938914,56608,578775
8/26/2020,Haryana,1025524,961297,58005,613264
8/27/2020,Haryana,1051189,985217,59298,649345
8/28/2020,Haryana,1076063,1008916,60596,681673
8/29/2020,Haryana,1103832,1035131,61987,719040
8/30/2020,Haryana,1130073,1060143,63282,755002
8/31/2020,Haryana,1150126,1079232,,802200
9/1/2020,Haryana,1172778,1100351,66426,821912
9/2/2020,Haryana,1195800,1121546,68218,842376
9/3/2020,Haryana,1220075,1143463,,892969
9/4/2020,Haryana,1245640,1167167,,944534
9/5/2020,Haryana,1268518,1187623,74272,1004421
9/6/2020,Haryana,1294598,1211295,76549,1076831
9/7/2020,Haryana,1317045,1231602,,1152514
9/8/2020,Haryana,1334010,1246370,,1237974
9/9/2020,Haryana,1370399,1280217,,1310252
9/10/2020,Haryana,1399628,1306887,,1354171
9/11/2020,Haryana,1431602,1336477,,1469287
9/12/2020,Haryana,1461644,1363656,,1570863
9/13/2020,Haryana,1490034,1389712,,1672525
9/14/2020,Haryana,1514575,1411692,,1769540
9/15/2020,Haryana,1536656,1431486,,1844914
9/16/2020,Haryana,1565646,1457859,,1938682
9/17/2020,Haryana,1594079,1483521,,2002350
9/18/2020,Haryana,1623268,1510111,,2080326
9/19/2020,Haryana,1651482,1536019,,2165009
9/20/2020,Haryana,1681221,1563516,,2261353
9/21/2020,Haryana,1706758,1587365,,2352247
9/22/2020,Haryana,1729974,1608589,,2418071
9/23/2020,Haryana,1758243,1634605,,2507520
9/24/2020,Haryana,1783274,1658105,,2594737
9/25/2020,Haryana,1803327,1676711,,2657654
9/26/2020,Haryana,1827148,1698337,,2714945
9/27/2020,Haryana,1851457,1721300,,2811886
9/28/2020,Haryana,1872894,1741188,,2924267
9/29/2020,Haryana,1893886,1760914,,2995036
9/30/2020,Haryana,1920181,1784906,,3085641
10/1/2020,Haryana,1947071,1810686,,3131430
10/2/2020,Haryana,1973593,1835720,,3211403
10/3/2020,Haryana,1999250,1860408,,3292863
10/4/2020,Haryana,2021267,1881421,,3394080
10/5/2020,Haryana,2040177,1899393,,3465616
10/6/2020,Haryana,2079160,1937126,,3498524
10/7/2020,Haryana,2103722,1960080,,3535078
10/8/2020,Haryana,2130281,1985376,,3556000
10/9/2020,Haryana,2156747,2010557,,3636037
10/10/2020,Haryana,2184243,2037038,,3718025
10/11/2020,Haryana,2207900,2059967,,3790968
10/12/2020,Haryana,2228869,2080161,,3859741
10/13/2020,Haryana,2249349,2099570,,3900797
10/14/2020,Haryana,2273580,2122372,,3981861
10/15/2020,Haryana,2299341,2147116,,4065354
10/16/2020,Haryana,2324943,2171575,,4117718
10/17/2020,Haryana,2350871,2196371,,4157568
10/18/2020,Haryana,2371474,2216063,,4176283
10/19/2020,Haryana,2387906,2231220,,4195166
10/20/2020,Haryana,2406566,2249081,,4200672
10/21/2020,Haryana,2429010,2270379,,4209769
10/22/2020,Haryana,2455407,2295280,,4218012
10/23/2020,Haryana,2480029,2318573,,4239354
10/24/2020,Haryana,2505052,2342213,,4277807
10/25/2020,Haryana,2527343,2363741,,4315486
10/26/2020,Haryana,2543257,2378724,,4370063
10/27/2020,Haryana,2562470,2397074,,4395438
10/28/2020,Haryana,2587171,2419630,,4422709
10/29/2020,Haryana,2611412,2442239,,4449172
10/30/2020,Haryana,2636083,2465381,,4481288
10/31/2020,Haryana,2660556,2487987,,4505298
11/1/2020,Haryana,2680435,2506822,,4524754
11/2/2020,Haryana,2694833,2520247,,4568745
11/3/2020,Haryana,2714652,2537989,,4602591
11/4/2020,Haryana,2738375,2559356,,4639262
11/5/2020,Haryana,2759529,2578623,,4675210
11/6/2020,Haryana,2782656,2599454,,4712161
11/7/2020,Haryana,2809277,2623750,,4749239
11/8/2020,Haryana,2833607,2646119,,4809245
11/9/2020,Haryana,2852300,2662908,,4872289
11/10/2020,Haryana,2875690,2683493,,4911988
11/11/2020,Haryana,2900690,2683493,,4962200
11/12/2020,Haryana,2930335,2732430,,5010368
11/13/2020,Haryana,2956315,2755864,,5041984
11/14/2020,Haryana,2979336,2776925,,5070549
11/15/2020,Haryana,2995118,2791274,,5123208
11/16/2020,Haryana,3005801,2800445,,5187108
11/17/2020,Haryana,3021179,2812982,,5219611
11/18/2020,Haryana,3046661,2835091,,5246782
11/19/2020,Haryana,3074194,2860380,,5277700
11/20/2020,Haryana,3106471,2889297,,5299801
11/21/2020,Haryana,3141508,2921480,,5327778
11/22/2020,Haryana,3175091,2953103,,5356568
11/23/2020,Haryana,3199408,2975016,,5385524
11/24/2020,Haryana,3232433,3005363,,5422887
11/25/2020,Haryana,3269677,3039676,,5521994
11/26/2020,Haryana,3335699,3103597,,5647031
11/27/2020,Haryana,3378052,3143516,,5736250
11/28/2020,Haryana,3413893,3177814,,
11/29/2020,Haryana,3540820,3218960,,
11/30/2020,Haryana,3571541,3254060,,
12/1/2020,Haryana,3601262,3289802,,
12/2/2020,Haryana,3633138,3326702,,3285
12/3/2020,Haryana,3669876,3366702,,3455
12/4/2020,Haryana,3707439,3407802,,4037
12/5/2020,Haryana,3745080,3448402,,13022
12/6/2020,Haryana,3782619,3486902,,13146
12/7/2020,Haryana,3806770,3516402,,13605
12/8/2020,Haryana,3842153,3555002,,24545
12/9/2020,Haryana,3871079,3588102,,47915
12/10/2020,Haryana,3902258,3622002,,74727
12/11/2020,Haryana,3932100,3655002,,141245
12/12/2020,Haryana,3959888,3686120,,141527
12/13/2020,Haryana,3993810,3721620,,218831
12/14/2020,Haryana,4017138,3747920,,239877
12/15/2020,Haryana,4044900,3776875,,302265
12/16/2020,Haryana,4078507,3811475,,307923
12/17/2020,Haryana,4113060,3846974,,309565
12/18/2020,Haryana,4148399,3882660,,313321
12/19/2020,Haryana,4182937,3916941,,319352
12/20/2020,Haryana,4219066,3953224,,343265
12/21/2020,Haryana,4239771,3974336,,364452
12/22/2020,Haryana,4274666,4008514,,392138
12/23/2020,Haryana,4314166,4048073,,434782
12/24/2020,Haryana,4355778,4089147,,436384
12/25/2020,Haryana,4389000,4122313,,462139
12/26/2020,Haryana,4414846,4147911,,467360
12/27/2020,Haryana,4444824,4177389,,534459
12/28/2020,Haryana,4463557,4195934,,566165
12/29/2020,Haryana,4492022,4223939,,582386
12/30/2020,Haryana,4524498,4255805,,585570
12/31/2020,Haryana,4554156,4285090,,586110
1/1/2021,Haryana,4580194,4311362,,611493
1/2/2021,Haryana,4602577,4333495,,626481
1/3/2021,Haryana,4626828,4357464,,747482
1/4/2021,Haryana,4644406,4375124,,732405
1/5/2021,Haryana,4668127,4398470,,790236
1/6/2021,Haryana,4692088,4422094,,810063
1/7/2021,Haryana,4720441,4450570,,810077
1/8/2021,Haryana,4747220,4477131,,836494
1/9/2021,Haryana,4775390,4504789,,866185
1/10/2021,Haryana,4802354,4531920,,919887
1/11/2021,Haryana,4819866,4549096,,939812
1/12/2021,Haryana,4842407,4571835,,1010420
1/13/2021,Haryana,4867418,4596464,,1010420
1/14/2021,Haryana,4890330,4619347,,1010422
1/15/2021,Haryana,4909834,4638878,,1010422
1/16/2021,Haryana,4931662,4660539,,1213860
1/17/2021,Haryana,4951524,4680507,,1423769
1/18/2021,Haryana,4964553,4693781,,1532359
1/19/2021,Haryana,4987245,4715987,,1783489
1/20/2021,Haryana,5008791,4737462,,2024053
1/21/2021,Haryana,5021965,4751239,,2037152
1/22/2021,Haryana,5042392,4771140,,2225610
1/23/2021,Haryana,5061345,4789977,,1960495
1/24/2021,Haryana,5077344,4806200,,2085412
1/25/2021,Haryana,5087355,4816654,,2089766
